name,addr,intro,tag,facility
서귀포 예래펜션,제주특별자치도 서귀포시 예래해안로 527,안녕하세요. 제주도 중문 관광단지에 위치한 예래펜션입니다.수려한 주위 경관과 별똥별이 내리는 밤하늘 별빛은 저희 “예래펜션”에서만 느낄 수 있는 모습입니다.행복하고 즐거운 추억을 남기세요.,"주차가능
바베큐
와이파이","IPTV/WiFi● 객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!▷ 사용 가능 객실 : 전 객실 이용 가능바비큐장● 사랑하는 사람과 맛있는 바비큐 파티를 즐겨보세요!▷ 이용 장소 : 야외 바비큐장(우천 시나 겨울에는 사용이 불가능합니다.)▷ 숯+그릴 요금 : 4인 기준 30,000원, 인원 추가 시 1인 5,000원주차가능"
서귀포 와갱이펜션,제주특별자치도 서귀포시 성산읍 중산간동로 4330,"1,2층 사용 / 조용한 마을 / 힐링스테이 / 반려동물 / 객실내 무료 Wi-Fi / 취사가능 / 제주동쪽여행[숙소소개] '와갱이'는 삼달리의 옛 명칭으로, 끝없는 들판이 바다까지 이어져 풍광이 좋아서 붙여진 제주 방언이에요.숙소 앞은 밭으로 되어있어 3~5월에는 유채꽃을, 9~11월에는 메밀꽃을 보실 수 있어요 :)[바베큐]ㅁ 제공품목 : 숯, 그릴세트ㅁ 이용요금 : 2인 기준 20,000원/ 추가 시 1만원 (현장결제)ㅁ 이용시간 : 18:00 ~ 21:00ㅁ 바베큐장은 날씨/계절 등의 이유로 이용이 제한 될 수 있습니다.[단체 실내 식당 이용 안내]100명 수용 가능한 식당입니다.조리도구,접시 등 제공실내 식당 대여금 1시간 기준 10만원2시간 12만원3시간 14만원[조식]ㅁ 제공품목 : 빵, 우유, 계란, 등 (투숙 기간 중 1회 제공)ㅁ 이용위치 : 숙소 냉장고에 비치[반려견 동반안내] ㅁ 반려견 추가요금 : 20,000원 (현장결제)ㅁ 반려견 입실가능조건 : 1마리당 7kg미만 2마리까지 입실 가능ㅁ 반려견 동반 입실 시 객실 내 배변패드 및 배설물은 견주님이 꼭 정리 부탁드립니다.[주변관광지]제주동쪽여행 / 성산일출봉 / 김영갑갤러리 / 목장카페 드르쿰다","애견동반
주차가능
조식운영
와이파이
복층구조",복층IPTV/WiFi반려동물조식서비스주차가능
서귀포 브로딕제주펜션,제주특별자치도 서귀포시 토평로148번길 24,"[하늘과 맞닿은 인피니티풀과 탁트인 전객실 뷰, 브로딕제주]제주에서 남태평양을 담다. 펜션명작 브로딕제주.브로딕제주는 ""유럽과 제주의 만남, 자연과 문화의 조화""라는 철학아래,영국의 붉은 사암으로 지어진 아름다운 브로딕성에서 영감을 받아 시작되었습니다.푸른바다, 신비한 섬, 초록빛 한라산, 빛나는 야경의 진부하지 않은 제주로컬뷰와루프탑 인피니티풀, 루프탑 바비큐파티장 등 다양한 문화를 편안하게 즐길 수 있습니다.뭐 하나라도 놓치고 싶지 않았던 욕심쟁이 가족이 직접 만든 욕심 많은 공간.24개월동안 마음을 담아 직접 만든 특별한 공간에서 소중한 분에게 특별한 추억을 선물하세요.","프리미엄펜션
스파/월풀/욕조
주차가능
오션뷰
수영장
야외수영장
풀빌라(온수/미온수)
바베큐
공기청정기
와이파이
야외테라스
루프탑
프로젝터
객실금연
어메니티
세미나실","스파/월풀IPTV/WiFi오션뷰야외테라스객실금연어메니티공기청정기풀빌라(온수/미온수)프리미엄펜션수영장빔프로젝트세미나실바비큐장루프탑 바베큐장 : 푸른 바다와 한라산 조망을 품은 루프탑 바비큐파티장은 제주 전망을 한눈에 감상할 수 있는 브로딕제주만의 특별한 공간에서 식사를 즐길 수 있습니다.* 화재위험 및 발암물질, 연기와 냄새를 위하여 전기그릴로 제공되는 점 미리 안내드립니다.이용료 : 20,000원(3~4인 기준)이용장소 : 루프탑 바비큐 파티장예약방법 : 이용일 하루 전까지 예약 후 입금완료제공내역 : 전기그릴, 객실내 가위, 집게, 식기류 제공(고기,애채, 조미료 등은 직접 준비)야외수영장루프탑주차가능펜션즐기기*1층 토평탕반 식당 이용 시 투숙객 10% 할인혜택"
제주 해피하우스MBG펜션,제주특별자치도 제주시 한경면 중산간서로 3356,안녕하세요 제주 해피하우스MBG펜션입니다.,"주차가능
바베큐
와이파이
복층구조
독채객실","복층● 아동, 유아 동반 시 안전에 유의하시길 바랍니다.독채객실● 프라이빗한 객실에서 사랑하는 가족이나 친구와 함께 행복을 찾아보세요.IPTV/WiFi● 사용 가능 객실 : 전 객실 이용 가능바비큐장● 숯불 바비큐 이용 안내▷ 이용 시간 : 입실 시~24:00시까지▷ 이용 장소 : 야외 바비큐장▷ 화로+토치 대여 요금 : 무료▷ 숯은 고객님께서 직접 준비해 오셔야 합니다.▷ 예약 : 현장 예약● 이용 시 유의 사항▷ 현장 결제입니다.▷ 화재에 유의하시기 바랍니다.주차가능● 펜션 내에 주차 가능한 공간이 있습니다.▷ 주차 가능 대수 : 10대 가능펜션즐기기● 펜션 앞마당에서 캠프파이어가 가능합니다. (이용 요금 무료입니다.)● 주변 관광지▷ 새신 오름 : 1.96km▷ 오설록 티 뮤지엄 : 7.02km▷ 제주 곶자왈 도립공원 : 11.09km▷ 협재해수욕장 : 10.64km▷ 카멜리아힐 : 17.51km▷ 상기 안내된 거리는 자동차 기준으로 표기된 점 참고 바랍니다."
제주 해담하우스펜션,제주특별자치도 제주시 조천읍 조천9길 41,안녕하세요. 제주 해담하우스펜션입니다.노을 및 바다를 감상할 수 있는 원룸형 펜션입니다,"주차가능
오션뷰
해수욕장인근
와이파이
커피숍",IPTV/WiFi오션뷰카페주차가능해수욕장인근펜션즐기기[주변여행지]올레길조천수산함덕해수욕장[펜션 추가안내]취사가능바비큐 불가침구추가 가능무료주차 가능
제주 고산이랑펜션,제주특별자치도 제주시 한경면 고산서1길 27-23,안녕하세요 제주 고산이랑입니다.,"애견동반
주차가능
바베큐
와이파이
복층구조
객실금연
커피숍","복층IPTV/WiFi전 객실 WIFI 이용가능객실금연바비큐장장소 : 공용바베큐장이용가격 : 4인기준 3만원 현장결제구성 : 숯, 그릴, 조리도구입실일 1일전 신청 필수※ 숯/그릴 개인지참불가※ 우천 시, 동계 시 바베큐 불가카페원두커피 무료 제공(셀프 이용 및 정리)그랜드피아노는 이용 문의 후 이용 가능카페 내 비치된 자전거, 킥보드 무료로 셀프 이용 가능 (이용후 셀프 정리 정돈)공용 노트북 무료 이용 가능반려동물반려동물 동반 불가주차가능주차장 보유펜션즐기기골프연습장"
서귀포 명하우스펜션,제주특별자치도 서귀포시 남원읍 서성로 986-99,"●최소 투숙 기간은 2박부터 가능합니다.제주 한라산 정기로 웰빙의 신선한 아침을 맞이합니다.제주도 남원, 대자연의 해안절경과 감귤이 무르익은 고장, 시원한 바닷바람이 있어, 언제나 시원한 펜션입니다.봄에는 대자연의 파릇함이, 여름이면 솔내음과 시원한 바닷바람이, 가을에는 무르익은 감귤의 달콤함, 그리고 겨울에는 따듯함이 제주 명 펜션에서 느끼실 수 있습니다.","주차가능
바베큐
와이파이
패밀리","IPTV/WiFi● 무선 인터넷 사용이 가능합니다.바비큐장● 숯불 바비큐▷ 이용 시간 : 18시 ~ 22시까지▷ 이용 장소 : 공용 바비큐장▷ 숯+그릴 요금 : 10,000원(1set 기준)주차가능패밀리펜션즐기기● 마트▷ 차량 10분 거리에 농협 하나로마트가 있습니다.● 등산로 및 산책로▷ 펜션 인근 푸른 수목원과 맑은 계곡 사이로 드넓게 이어진 산책로가 있습니다.● 대표 관광지▷ 에코랜드▷ 제주 미니랜드▷ 신영 영화 박물관▷ 산굼부리 분화구▷ 제주 교래자연휴양림▷ 제주절물 휴양림"
제주 타무라하우스펜션,제주특별자치도 제주시 조천읍 중산간동로 670 2층,안녕하세요. 제주에서 가장 핫한 동쪽에 위치한 타무라하우스입니다.,"주차가능
와이파이
독채객실",독채객실● 프라이빗 한 객실에서 사랑하는 가족이나 친구와 함께 행복을 찾아보세요.IPTV/WiFi● 객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!주차가능● 펜션 내에 주차 가능한 공간이 있습니다.
제주 맘마하우스펜션,제주특별자치도 제주시 구좌읍 세화7길 31,"독채펜션입니다세화해수욕장이 앞에 있습니다• 입/퇴실안내입실 : 16:00퇴실 : 11:0022시 이후 체크인 시 사전문의 필수• 픽업안내픽업 불가• 바비큐(숯+그릴)그릴,토치 무료 제공 /숯,석쇠 개인지참• 유아기준영유아 기준인원 포함 / 최대인원 초과불가12개월 이상부터 추가요금 발생현장결제• 인터넷무료 wi-fi• 애견입실[애견입실]애완동물 출입 불가• 기타정보[펜션시설]주차장 / 무료현장상황에 따라 이용불가할 수 있음","주차가능
바베큐
독채펜션
주방
와이파이
패밀리
객실금연",독채펜션IPTV/WiFi주방객실금연바비큐장주차가능패밀리
서귀포 무명화가의집 게스트하우스펜션,제주특별자치도 서귀포시 성산읍 시흥하동로55번길 23-5,깨끗한 편백나무로 지은 펜션입니다조식 제공합니다• 주의사항체크인시간 (오후4시) 이후 당일예약 불가• 입실/퇴실입실: 16:00퇴실: 11:0022시 이후 체크인 시 사전문의 필수• 픽업안내픽업 불가• 유아기준영유아 기준인원 포함 / 최대인원 초과불가현장결제• 인터넷무료 wi-fi• 애견입실반려(애완)동물 동반 및 입실불가• 기타정보[조식제공]무료제공(사전예약필수)메뉴: 한식(상황에 따라 변경될 수 있음)[펜션시설]주차장 / 무료현장상황에 따라 이용불가할 수 있음,"주차가능
조식운영
해수욕장인근
와이파이
객실금연
식사가능",IPTV/WiFi객실금연조식서비스식사가능주차가능해수욕장인근
제주 협재예송이네,제주특별자치도 제주시 한림읍 협재1길 57,"협재 예송이네숙박 고객님에 게만 드리는 오픈 해택!카라반 이벤트를 준비했어요 : )숙소 마당에 귀여운 유럽 빈티지 카라반이 마련되어 있어요. 숙박은 불가하며 사진촬영 및 간단한 티타임은 가능하세요. 협재 예송이네에서 준비한 카라반에서 추억을 가득 담고 가셨으면 좋겠어요 : )겨울에는 입실 전에 숙박 고객님을 위해난방을 미리 틀어놓습니다.제주도 노을의 성지 협재해수욕장, 금능해수욕장 비양도뷰를 방 안에서 감상하실 수 있는전 객 실오션 스카이뷰 펜션입니다.복층구조의 원룸형으로 층고 4미터 높이의 협재 바다를 와제주도의 푸른 하늘을 감상하실 수 있어요.정수기가 설치되어 있으며, 샴푸, 린스, 바디워시, 치약(칫솔제외), 이 구비되어 있어요.복층형으로유아 및 어린이의 안전에 유의하세요!주변관광지로 도보 6분 협재해수욕장과 협재핫플 맛집 수가락국수, 협재식물원 등이 바로 옆에 위치하여 도보로 이용 가능하세요 : )","주차가능
오션뷰
무료영화(OTT)
와이파이
복층구조
객실금연
어메니티
상비약
투어","복층복층형으로 유아 및 어린이의 안전에 유의하세요!IPTV/WiFi무료영화(OTT)오션뷰제주도 노을의 성지 협재해수욕장, 금능해수욕장 비양도뷰를 방 안에서 감상하실 수 있는전 객 실오션 스카이뷰 펜션입니다.객실금연전 객실 흡연은 금지되어 있습니다.흡연으로 인해 발생하는 모든 비용, 파손 및 법적 책임은 투숙객에게 있을음 알려드립니다.어메니티상비약주차가능투어도보 6분 협재해수욕장과 협재핫플 맛집 수가락국수, 협재식물원 등이 바로 옆에 위치하여 도보로 이용 가능하세요"
제주 찔레꽃남쪽마을펜션,제주특별자치도 제주시 한림읍 명월로 56,안녕하세요. 제주 찔레꽃남쪽마을펜션입니다.,"주차가능
개별바베큐
해수욕장인근
와이파이
복층구조
독채객실
객실금연","개별바비큐● 개별 바비큐 이용 안내▷ 요청 시 개별 앞마당에 준비 : 그릴, 숯, 바비큐 통 30,000원▷ 고기는 개별 준비복층독채객실IPTV/WiFi● 객실에서 데이터 걱정 없이 빠르고 편리하게 인터넷을 즐겨보세요!객실금연주차가능● 펜션 내에 주차 가능한 공간이 있습니다.해수욕장인근● 협재해수욕장, 금능해수욕장 : 차로 5분 거리펜션즐기기● 금악 오름 : 차로 7분 거리"
서귀포 동호펜션,제주특별자치도 서귀포시 동홍로239번길 43-14,"천지연폭포 인근에 위치하고 있으며 주변관광지와 인접합니다• 주의사항개인 수건 지참 필요일주일살기/한달살기 예약 시 사전문의• 이벤트농약 안한 유기농 귤 체험 가능직접 따서 가져가시면 10kg 1박스 10,000원 (현장결제)• 입실/퇴실입실: 15:00퇴실: 11:0022시 이후 체크인 시 사전문의 필수• 픽업안내픽업 불가• 바베큐숯+그릴 이용: 2~4인 기준 15,000원현장결제• 유아기준영유아 기준인원 포함 및 추가요금 발생/최대인원 초과불가(유아: 0세~7세이하 / 아동: 8세이상~중학생 / 성인:고등학생~)유아 : 5,000원 / 아동 : 10,000원 / 성인 10,000원현장결제• 인터넷무료 wi-fi• 애견입실애완동물입실불가","주차가능
개별바베큐
바베큐
주방
와이파이
패밀리
객실금연
수화물보관",개별바비큐IPTV/WiFi주방객실금연바비큐장주차가능수화물보관패밀리
서귀포 제주공감게스트하우스펜션,제주특별자치도 서귀포시 대정읍 일과대수로27번길 35,"인원추가시 구매전 업체로 연락바랍니다사전연락 없이 구매시 이용불가하실 수 있습니다조식무료제공, 전객실 오션뷰, 셀프바베큐파티 가능합니다• 주의사항전객실 취사불가할리퀸독채객실 1인 기준 요금 (최대 4인까지 입실 가능)할리퀸독채객실 남성 일행 3명 이상 예약 불가 (3명이상일 경우 남성도미토리 객실 예약 요망)• 제공서비스2인용자전거,보드게임, 프로젝트빔, 가파도-마라도 정기여객선 10%~17% 할인권제공• 입실/퇴실입실: 17:00퇴실: 10:0022시 이후 체크인 시 사전문의 필수• 픽업안내픽업가능대정읍내 가능사전 펜션문의 필수• 바베큐야외셀프바베큐 가능 (날씨, 상황에 따라 이용불가할 수 있음)사전문의 필수• 유아기준영유아 기준인원 포함 및 인원추가 불가 / 최대인원 초과불가• 객실정보남자도미토리 객실(헐크,아이언맨,토르) 공용화장실/샤워실 이용• 인터넷무료 wi-fi• 애견입실애완동물입실불가• 기타정보[조식제공]무료제공메뉴: 토스트 (상황에 따라 변경될 수 있음)식기류 각자 설거지 필수[즐길거리]스쿠버다이빙체험+영상제작포함(1인 10만원), 무료돌고래 관찰이용 원할시 사전유선문의 필수[부대시설]포토존, 해먹, 정자","주차가능
조식운영
해수욕장인근
바베큐
게임
와이파이
패밀리
객실금연
식사가능
픽업가능
이벤트가능
수화물보관",IPTV/WiFi객실금연바비큐장조식서비스식사가능이벤트가능주차가능게임픽업가능수화물보관패밀리해수욕장인근
